# source, target
0,1
1,8
1,6
2,3
2,4
3,6
3,17
4,7
5,6
5,7
6,3
6,23
7,3
7,16
9,10
9,6
10,8
10,21
11,12
11,13
12,8
12,21
13,11
13,4
14,1
14,15
14,6
15,3
15,6
16,7
16,3
16,17
17,20
17,21
18,15
18,4
19,6
19,17
20,17
20,28
21,6
21,23
22,23
22,4
23,6
23,31
24,7
24,3
25,4
25,17
26,4
26,17
27,28
28,21
28,20
29,6
29,23
30,3
30,6
31,10
31,6
32,20
32,10
33,3
33,21
34,6
34,21
